roi,subj,input,nzmean,nzvoxels,nzsigma
LeftCaudate,11299_20171103,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007228,311,0.001233
LeftCaudate,11314_20170303,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.221200,311,0.483289
LeftCaudate,11314_20170303,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.067358,311,0.147415
LeftCaudate,11314_20170303,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,640.676179,311,88.517395
LeftCaudate,11314_20170303,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.055977,311,0.136962
LeftCaudate,11314_20170303,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.083784,311,0.136858
LeftCaudate,11314_20170303,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.220486,311,0.482497
LeftCaudate,11314_20170303,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.055637,311,0.136858
LeftCaudate,11314_20170303,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,640.757208,311,88.483635
LeftCaudate,11314_20170303,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007496,311,0.001035
LeftCaudate,11314_20170303,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.097829,311,0.151625
LeftCaudate,11314_20170303,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,640.757208,311,88.483635
LeftCaudate,11314_20170303,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,640.676179,311,88.517395
LeftCaudate,11314_20170303,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.084121,311,0.136962
LeftCaudate,11314_20170303,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.098040,311,0.151823
LeftCaudate,11314_20170303,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.311325,311,0.482497
LeftCaudate,11314_20170303,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.312108,311,0.483298
LeftCaudate,11314_20170303,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.067567,311,0.147616
LeftCaudate,11314_20170303,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007497,311,0.001037
LeftCaudate,11338_20160416,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.294373,311,0.578731
LeftCaudate,11338_20160416,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.078523,311,0.154246
LeftCaudate,11338_20160416,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,695.756448,311,99.690860
LeftCaudate,11338_20160416,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.064695,311,0.152127
LeftCaudate,11338_20160416,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.079099,311,0.151872
LeftCaudate,11338_20160416,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.294217,311,0.577923
LeftCaudate,11338_20160416,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.064504,311,0.151872
LeftCaudate,11338_20160416,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,695.721913,311,99.500054
LeftCaudate,11338_20160416,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007733,311,0.001106
LeftCaudate,11338_20160416,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.094380,311,0.156514
LeftCaudate,11338_20160416,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,695.721913,311,99.500054
LeftCaudate,11338_20160416,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,695.756448,311,99.690860
LeftCaudate,11338_20160416,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.079277,311,0.152112
LeftCaudate,11338_20160416,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.094469,311,0.156787
LeftCaudate,11338_20160416,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.348505,311,0.577923
LeftCaudate,11338_20160416,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.348606,311,0.578727
LeftCaudate,11338_20160416,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.078627,311,0.154531
LeftCaudate,11338_20160416,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007734,311,0.001108
LeftCaudate,11338_20171118,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.747209,311,0.612091
LeftCaudate,11338_20171118,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.195476,311,0.159953
LeftCaudate,11338_20171118,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,687.640449,311,92.123769
LeftCaudate,11338_20171118,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.169334,311,0.138450
LeftCaudate,11338_20171118,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.207579,311,0.138226
LeftCaudate,11338_20171118,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.746656,311,0.610965
LeftCaudate,11338_20171118,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.169123,311,0.138226
LeftCaudate,11338_20171118,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,687.687440,311,92.008621
LeftCaudate,11338_20171118,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.008529,311,0.001141
LeftCaudate,11338_20171118,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.242345,311,0.166224
LeftCaudate,11338_20171118,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,687.687440,311,92.008621
LeftCaudate,11338_20171118,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,687.640449,311,92.123769
LeftCaudate,11338_20171118,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.207770,311,0.138464
LeftCaudate,11338_20171118,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.242448,311,0.166517
LeftCaudate,11338_20171118,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.890754,311,0.610965
LeftCaudate,11338_20171118,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.891213,311,0.612168
LeftCaudate,11338_20171118,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.195597,311,0.160228
LeftCaudate,11338_20171118,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.008529,311,0.001143
LeftCaudate,11338_20200109,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.339963,311,0.437987
LeftCaudate,11338_20200109,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.091366,311,0.117775
LeftCaudate,11338_20200109,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,10733.006869,311,1158.081894
LeftCaudate,11338_20200109,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.081943,311,0.103854
LeftCaudate,11338_20200109,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.086008,311,0.103865
LeftCaudate,11338_20200109,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.339727,311,0.437924
LeftCaudate,11338_20200109,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.081880,311,0.103865
LeftCaudate,11338_20200109,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,10733.225176,311,1158.263072
LeftCaudate,11338_20200109,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007873,311,0.000850
LeftCaudate,11338_20200109,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.095882,311,0.118263
LeftCaudate,11338_20200109,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,10733.225176,311,1158.263072
LeftCaudate,11338_20200109,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,10733.006869,311,1158.081894
LeftCaudate,11338_20200109,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.085994,311,0.103837
LeftCaudate,11338_20200109,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.095830,311,0.118216
LeftCaudate,11338_20200109,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.355044,311,0.437924
LeftCaudate,11338_20200109,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.354998,311,0.437946
LeftCaudate,11338_20200109,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.091402,311,0.117759
LeftCaudate,11338_20200109,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007873,311,0.000849
LeftCaudate,11346_20160201,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.408936,311,0.551552
LeftCaudate,11346_20160201,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.108657,311,0.145675
LeftCaudate,11346_20160201,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,746.496068,311,98.538115
LeftCaudate,11346_20160201,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.094221,311,0.132890
LeftCaudate,11346_20160201,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.108878,311,0.132446
LeftCaudate,11346_20160201,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.409785,311,0.549354
LeftCaudate,11346_20160201,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.094287,311,0.132446
LeftCaudate,11346_20160201,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,746.442817,311,98.087284
LeftCaudate,11346_20160201,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.008225,311,0.001081
LeftCaudate,11346_20160201,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.124952,311,0.147818
LeftCaudate,11346_20160201,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,746.442817,311,98.087284
LeftCaudate,11346_20160201,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,746.496068,311,98.538115
LeftCaudate,11346_20160201,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.108815,311,0.132886
LeftCaudate,11346_20160201,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.124745,311,0.148319
LeftCaudate,11346_20160201,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.464394,311,0.549354
LeftCaudate,11346_20160201,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.463624,311,0.551497
LeftCaudate,11346_20160201,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.108451,311,0.146172
LeftCaudate,11346_20160201,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.008224,311,0.001084
LeftCaudate,11346_20180324,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.480296,311,0.613982
LeftCaudate,11346_20180324,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.147844,311,0.189080
LeftCaudate,11346_20180324,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,653.456555,311,107.685641
LeftCaudate,11346_20180324,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.124405,311,0.165978
LeftCaudate,11346_20180324,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.151691,311,0.166062
LeftCaudate,11346_20180324,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.479961,311,0.613843
LeftCaudate,11346_20180324,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.124154,311,0.166063
LeftCaudate,11346_20180324,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,653.340929,311,107.620326
LeftCaudate,11346_20180324,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.008179,311,0.001347
LeftCaudate,11346_20180324,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.179893,311,0.194359
LeftCaudate,11346_20180324,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,653.340929,311,107.620326
LeftCaudate,11346_20180324,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,653.456555,311,107.685641
LeftCaudate,11346_20180324,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.151960,311,0.165972
LeftCaudate,11346_20180324,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.180038,311,0.194440
LeftCaudate,11346_20180324,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.568133,311,0.613842
LeftCaudate,11346_20180324,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.568500,311,0.613935
LeftCaudate,11346_20180324,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.147967,311,0.189155
LeftCaudate,11346_20180324,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.008180,311,0.001348
LeftCaudate,11346_20191106,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.333464,311,0.531615
LeftCaudate,11346_20191106,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.105961,311,0.169729
LeftCaudate,11346_20191106,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,10026.401739,311,1542.366783
LeftCaudate,11346_20191106,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.089789,311,0.153253
LeftCaudate,11346_20191106,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.092311,311,0.152945
LeftCaudate,11346_20191106,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.330208,311,0.528934
LeftCaudate,11346_20191106,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.088867,311,0.152945
LeftCaudate,11346_20191106,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,10021.642767,311,1538.076988
LeftCaudate,11346_20191106,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007521,311,0.001154
LeftCaudate,11346_20191106,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.109781,311,0.170319
LeftCaudate,11346_20191106,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,10021.642767,311,1538.076988
LeftCaudate,11346_20191106,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,10026.401739,311,1542.366783
LeftCaudate,11346_20191106,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.092847,311,0.153276
LeftCaudate,11346_20191106,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.110189,311,0.170782
LeftCaudate,11346_20191106,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.340913,311,0.528934
LeftCaudate,11346_20191106,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.343017,311,0.531702
LeftCaudate,11346_20191106,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.106797,311,0.170244
LeftCaudate,11346_20191106,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007524,311,0.001157
LeftCaudate,11370_20160311,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.293913,311,0.832101
LeftCaudate,11370_20160311,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.086983,311,0.242889
LeftCaudate,11370_20160311,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,691.548661,311,154.919441
LeftCaudate,11370_20160311,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.056042,311,0.234093
LeftCaudate,11370_20160311,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.082750,311,0.233609
LeftCaudate,11370_20160311,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.298018,311,0.831290
LeftCaudate,11370_20160311,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.056923,311,0.233609
LeftCaudate,11370_20160311,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,691.906867,311,154.617525
LeftCaudate,11370_20160311,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007665,311,0.001713
LeftCaudate,11370_20160311,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.115424,311,0.249243
LeftCaudate,11370_20160311,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,691.906867,311,154.617525
LeftCaudate,11370_20160311,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,691.548661,311,154.919441
LeftCaudate,11370_20160311,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.081839,311,0.234115
LeftCaudate,11370_20160311,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.114294,311,0.249662
LeftCaudate,11370_20160311,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.385302,311,0.831291
LeftCaudate,11370_20160311,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.380902,311,0.832021
LeftCaudate,11370_20160311,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.085910,311,0.243284
LeftCaudate,11370_20160311,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007657,311,0.001716
LeftCaudate,11389_20160104,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.114661,311,0.435244
LeftCaudate,11389_20160104,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.035904,311,0.135989
LeftCaudate,11389_20160104,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,668.213832,311,87.762923
LeftCaudate,11389_20160104,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.026614,311,0.131238
LeftCaudate,11389_20160104,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.058557,311,0.131237
LeftCaudate,11389_20160104,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.114912,311,0.435203
LeftCaudate,11389_20160104,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.026581,311,0.131237
LeftCaudate,11389_20160104,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,668.309843,311,87.730859
LeftCaudate,11389_20160104,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007118,311,0.000934
LeftCaudate,11389_20160104,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.069566,311,0.140408
LeftCaudate,11389_20160104,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,668.309843,311,87.730859
LeftCaudate,11389_20160104,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,668.213832,311,87.762923
LeftCaudate,11389_20160104,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.058606,311,0.131229
LeftCaudate,11389_20160104,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.069504,311,0.140425
LeftCaudate,11389_20160104,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.215629,311,0.435203
LeftCaudate,11389_20160104,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.215419,311,0.435248
LeftCaudate,11389_20160104,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.035831,311,0.136017
LeftCaudate,11389_20160104,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007118,311,0.000935
LeftCaudate,11389_20170626,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.240386,311,0.368667
LeftCaudate,11389_20170626,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.067860,311,0.104703
LeftCaudate,11389_20170626,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,604.630287,311,59.228329
LeftCaudate,11389_20170626,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.061049,311,0.100819
LeftCaudate,11389_20170626,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.113512,311,0.100854
LeftCaudate,11389_20170626,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.239021,311,0.368763
LeftCaudate,11389_20170626,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.060526,311,0.100854
LeftCaudate,11389_20170626,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,604.530608,311,59.275030
LeftCaudate,11389_20170626,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007496,311,0.000735
LeftCaudate,11389_20170626,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.125968,311,0.110400
LeftCaudate,11389_20170626,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,604.530608,311,59.275030
LeftCaudate,11389_20170626,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,604.630287,311,59.228329
LeftCaudate,11389_20170626,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.114039,311,0.100835
LeftCaudate,11389_20170626,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.126388,311,0.110387
LeftCaudate,11389_20170626,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.420780,311,0.368763
LeftCaudate,11389_20170626,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-zscore_scale-none_tat2,0.422121,311,0.368700
LeftCaudate,11389_20170626,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.068253,311,0.104673
LeftCaudate,11389_20170626,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007498,311,0.000735
LeftCaudate,11393_20160407,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.257269,311,0.617133
LeftCaudate,11393_20160407,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-default_scale-none_tat2,1.076179,311,0.182625
LeftCaudate,11393_20160407,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,683.680142,311,116.013724
LeftCaudate,11393_20160407,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.059541,311,0.165108
LeftCaudate,11393_20160407,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.085069,311,0.165110
LeftCaudate,11393_20160407,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-zscore_scale-none_tat2,0.257436,311,0.617141
LeftCaudate,11393_20160407,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-log_scale-none_tat2,-0.059478,311,0.165110
LeftCaudate,11393_20160407,_ref-wholebrain_time-mean_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,683.603496,311,116.003803
LeftCaudate,11393_20160407,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-1000nvox_tat2,0.007194,311,0.001221
LeftCaudate,11393_20160407,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.104076,311,0.187359
LeftCaudate,11393_20160407,_ref-wholebrain_time-mean_vol-mean_censor-fd0.3_calc-novol_scale-none_tat2,683.603496,311,116.003803
LeftCaudate,11393_20160407,_ref-wholebrain_time-median_vol-median_censor-fd0.3_calc-novol_scale-none_tat2,683.680142,311,116.013724
LeftCaudate,11393_20160407,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-log_scale-none_tat2,-0.085134,311,0.165106
LeftCaudate,11393_20160407,_ref-wholebrain_time-median_vol-mean_censor-fd0.3_calc-default_scale-none_tat2,1.104030,311,0.187371
