roi,subj,input,nzmean,nzvoxels,nzsigma
LeftCaudate,11533_20160428,r2primeMap_MNI152_T1_2009c_al,10.271242,3867,3.165638
LeftCaudate,11535_20171110,r2primeMap_MNI152_T1_2009c_al,8.488873,3859,2.382296
LeftCaudate,11536_20160525,r2primeMap_MNI152_T1_2009c_al,7.832943,3880,2.441701
LeftCaudate,11536_20180102,r2primeMap_MNI152_T1_2009c_al,8.784882,3900,2.221707
LeftCaudate,11537_20160518,r2primeMap_MNI152_T1_2009c_al,10.144505,3898,2.535426
LeftCaudate,11537_20171102,r2primeMap_MNI152_T1_2009c_al,11.025659,3900,2.511755
LeftCaudate,11538_20160512,r2primeMap_MNI152_T1_2009c_al,10.002884,3900,2.577670
LeftCaudate,11541_20160509,r2primeMap_MNI152_T1_2009c_al,9.887409,3900,3.279959
LeftCaudate,11541_20171129,r2primeMap_MNI152_T1_2009c_al,9.641260,3900,2.444104
LeftCaudate,11542_20160527,r2primeMap_MNI152_T1_2009c_al,9.230031,3873,2.166985
LeftCaudate,11542_20171117,r2primeMap_MNI152_T1_2009c_al,9.010090,3876,2.233762
LeftCaudate,11543_20160507,r2primeMap_MNI152_T1_2009c_al,8.936938,3899,2.389207
LeftCaudate,11544_20160513,r2primeMap_MNI152_T1_2009c_al,9.771895,3900,2.601700
LeftCaudate,11546_20160524,r2primeMap_MNI152_T1_2009c_al,8.251512,3881,2.860234
LeftCaudate,11547_20160603,r2primeMap_MNI152_T1_2009c_al,8.154921,3869,2.735756
LeftCaudate,11547_20171201,r2primeMap_MNI152_T1_2009c_al,8.975541,3872,2.917091
LeftCaudate,11549_20160606,r2primeMap_MNI152_T1_2009c_al,9.046218,3783,2.302888
LeftCaudate,11550_20160617,r2primeMap_MNI152_T1_2009c_al,9.746706,3852,2.646613
LeftCaudate,11550_20171214,r2primeMap_MNI152_T1_2009c_al,9.865797,3852,2.351169
LeftCaudate,11551_20160615,r2primeMap_MNI152_T1_2009c_al,9.402167,3888,2.572944
LeftCaudate,11551_20180111,r2primeMap_MNI152_T1_2009c_al,9.199063,3891,2.374984
LeftCaudate,11554_20160629,r2primeMap_MNI152_T1_2009c_al,7.766893,3863,2.008243
LeftCaudate,11555_20160701,r2primeMap_MNI152_T1_2009c_al,7.747542,3832,2.611248
LeftCaudate,11557_20160709,r2primeMap_MNI152_T1_2009c_al,8.658768,3836,2.719140
LeftCaudate,11558_20160708,r2primeMap_MNI152_T1_2009c_al,5.752633,1445,5.684984
LeftCaudate,11560_20160712,r2primeMap_MNI152_T1_2009c_al,9.264362,3887,2.226195
LeftCaudate,11561_20160715,r2primeMap_MNI152_T1_2009c_al,7.284713,3880,2.674822
LeftCaudate,11562_20160725,r2primeMap_MNI152_T1_2009c_al,7.975060,3851,2.282528
LeftCaudate,11564_20160720,r2primeMap_MNI152_T1_2009c_al,7.507363,3900,2.206645
LeftCaudate,11565_20160726,r2primeMap_MNI152_T1_2009c_al,7.978880,3692,3.054515
LeftCaudate,11568_20160810,r2primeMap_MNI152_T1_2009c_al,8.821380,3900,1.793967
LeftCaudate,11570_20160812,r2primeMap_MNI152_T1_2009c_al,10.591069,3900,2.736155
LeftCaudate,11571_20160826,r2primeMap_MNI152_T1_2009c_al,9.941299,3900,2.065134
LeftCaudate,11573_20160902,r2primeMap_MNI152_T1_2009c_al,8.775026,3875,2.549571
LeftCaudate,11574_20160901,r2primeMap_MNI152_T1_2009c_al,9.348209,3845,4.381369
LeftCaudate,11575_20160908,r2primeMap_MNI152_T1_2009c_al,7.741842,3833,2.009957
LeftCaudate,11576_20160930,r2primeMap_MNI152_T1_2009c_al,10.903681,3900,1.975424
LeftCaudate,11577_20160910,r2primeMap_MNI152_T1_2009c_al,8.218923,3704,3.640027
LeftCaudate,11579_20161014,r2primeMap_MNI152_T1_2009c_al,8.578685,3900,1.978597
LeftCaudate,11581_20161115,r2primeMap_MNI152_T1_2009c_al,8.622827,3897,2.511060
LeftCaudate,11582_20161205,r2primeMap_MNI152_T1_2009c_al,7.777425,3888,1.961967
LeftCaudate,11589_20170203,r2primeMap_MNI152_T1_2009c_al,9.282637,3722,2.433460
LeftCaudate,11592_20170126,r2primeMap_MNI152_T1_2009c_al,7.082279,3893,3.677686
LeftCaudate,11595_20170124,r2primeMap_MNI152_T1_2009c_al,8.313352,3833,2.166970
LeftCaudate,11599_20170309,r2primeMap_MNI152_T1_2009c_al,8.945109,3900,2.475871
LeftCaudate,11600_20170220,r2primeMap_MNI152_T1_2009c_al,10.602820,3888,3.117734
LeftCaudate,11603_20170325,r2primeMap_MNI152_T1_2009c_al,7.132445,3877,2.579937
LeftCaudate,11605_20170410,r2primeMap_MNI152_T1_2009c_al,7.903527,3900,2.076834
LeftCaudate,11609_20170506,r2primeMap_MNI152_T1_2009c_al,7.369464,3892,3.008550
LeftCaudate,11611_20170517,r2primeMap_MNI152_T1_2009c_al,9.446403,3900,2.863142
LeftCaudate,11616_20170807,r2primeMap_MNI152_T1_2009c_al,8.204020,3883,2.336517
LeftPutamen,10843_20151109,r2primeMap_MNI152_T1_2009c_al,10.309963,6104,1.932867
LeftPutamen,10843_20170605,r2primeMap_MNI152_T1_2009c_al,10.438792,6104,2.001656
LeftPutamen,10880_20160607,r2primeMap_MNI152_T1_2009c_al,7.753849,5798,5.294554
LeftPutamen,10880_20171228,r2primeMap_MNI152_T1_2009c_al,8.647819,6104,1.903018
LeftPutamen,10985_20160328,r2primeMap_MNI152_T1_2009c_al,9.349069,6052,2.835565
LeftPutamen,10997_20160206,r2primeMap_MNI152_T1_2009c_al,12.259455,6104,2.409027
LeftPutamen,10997_20170807,r2primeMap_MNI152_T1_2009c_al,11.160651,6104,1.587375
LeftPutamen,11048_20160526,r2primeMap_MNI152_T1_2009c_al,9.192302,6104,1.718579
LeftPutamen,11048_20171215,r2primeMap_MNI152_T1_2009c_al,10.915187,6104,1.838382
LeftPutamen,11228_20160212,r2primeMap_MNI152_T1_2009c_al,10.399868,6104,2.597190
LeftPutamen,11228_20170803,r2primeMap_MNI152_T1_2009c_al,11.165532,6104,1.877212
LeftPutamen,11248_20160211,r2primeMap_MNI152_T1_2009c_al,12.389824,6104,2.506820
LeftPutamen,11248_20170803,r2primeMap_MNI152_T1_2009c_al,12.719981,6104,2.502941
LeftPutamen,11270_20160729,r2primeMap_MNI152_T1_2009c_al,10.982328,6104,2.566706
LeftPutamen,11272_20151209,r2primeMap_MNI152_T1_2009c_al,13.949942,6104,3.002713
LeftPutamen,11275_20160519,r2primeMap_MNI152_T1_2009c_al,10.226134,6104,1.765791
LeftPutamen,11275_20171116,r2primeMap_MNI152_T1_2009c_al,11.853891,6104,2.400445
LeftPutamen,11289_20151105,r2primeMap_MNI152_T1_2009c_al,9.556150,6104,1.886968
LeftPutamen,11289_20170427,r2primeMap_MNI152_T1_2009c_al,12.503191,6104,2.856897
LeftPutamen,11299_20151210,r2primeMap_MNI152_T1_2009c_al,10.035275,6104,1.927883
LeftPutamen,11299_20171103,r2primeMap_MNI152_T1_2009c_al,9.426224,6104,2.016395
LeftPutamen,11314_20170303,r2primeMap_MNI152_T1_2009c_al,8.430770,6104,2.211260
LeftPutamen,11338_20160416,r2primeMap_MNI152_T1_2009c_al,10.228220,6104,1.889346
LeftPutamen,11338_20171118,r2primeMap_MNI152_T1_2009c_al,8.958131,6104,2.094875
LeftPutamen,11346_20160201,r2primeMap_MNI152_T1_2009c_al,11.391171,6104,2.233095
LeftPutamen,11370_20160311,r2primeMap_MNI152_T1_2009c_al,6.151046,5146,4.311897
LeftPutamen,11389_20160104,r2primeMap_MNI152_T1_2009c_al,9.355216,6104,2.090128
LeftPutamen,11389_20170626,r2primeMap_MNI152_T1_2009c_al,10.497562,6104,1.914475
LeftPutamen,11393_20160407,r2primeMap_MNI152_T1_2009c_al,11.439842,6104,3.229995
LeftPutamen,11393_20170914,r2primeMap_MNI152_T1_2009c_al,9.886370,6104,2.248853
LeftPutamen,11394_20151014,r2primeMap_MNI152_T1_2009c_al,10.951743,6104,1.793853
LeftPutamen,11394_20170505,r2primeMap_MNI152_T1_2009c_al,10.657337,6104,1.791217
LeftPutamen,11395_20160305,r2primeMap_MNI152_T1_2009c_al,10.152053,6104,3.671142
LeftPutamen,11395_20171021,r2primeMap_MNI152_T1_2009c_al,10.636340,6104,2.655870
LeftPutamen,11403_20151106,r2primeMap_MNI152_T1_2009c_al,12.083922,6100,2.598548
LeftPutamen,11403_20170421,r2primeMap_MNI152_T1_2009c_al,11.207949,6104,2.253429
LeftPutamen,11405_20151211,r2primeMap_MNI152_T1_2009c_al,11.089289,6104,2.092677
LeftPutamen,11405_20170622,r2primeMap_MNI152_T1_2009c_al,11.754183,6104,2.906510
LeftPutamen,11409_20151016,r2primeMap_MNI152_T1_2009c_al,11.158942,6104,2.807343
LeftPutamen,11409_20170525,r2primeMap_MNI152_T1_2009c_al,11.947470,6104,2.618732
LeftPutamen,11411_20160115,r2primeMap_MNI152_T1_2009c_al,9.618359,6104,2.251364
LeftPutamen,11411_20170818,r2primeMap_MNI152_T1_2009c_al,9.846108,6104,2.319496
LeftPutamen,11414_20151107,r2primeMap_MNI152_T1_2009c_al,7.231086,6104,2.160945
LeftPutamen,11414_20170603,r2primeMap_MNI152_T1_2009c_al,8.392036,6104,1.676271
LeftPutamen,11415_20160108,r2primeMap_MNI152_T1_2009c_al,11.564134,6104,2.239858
LeftPutamen,11415_20170622,r2primeMap_MNI152_T1_2009c_al,11.465740,6104,1.676429
LeftPutamen,11419_20151203,r2primeMap_MNI152_T1_2009c_al,10.139119,6104,1.888036
LeftPutamen,11419_20170526,r2primeMap_MNI152_T1_2009c_al,9.992946,6104,1.967413
LeftPutamen,11421_20151104,r2primeMap_MNI152_T1_2009c_al,11.608512,6104,2.762031
LeftPutamen,11421_20170428,r2primeMap_MNI152_T1_2009c_al,12.677362,6104,2.050328
LeftPutamen,11425_20160215,r2primeMap_MNI152_T1_2009c_al,9.349355,6104,1.763278
LeftPutamen,11425_20171127,r2primeMap_MNI152_T1_2009c_al,8.403142,6104,1.843558
LeftPutamen,11426_20151112,r2primeMap_MNI152_T1_2009c_al,10.913233,6104,2.171452
LeftPutamen,11426_20170504,r2primeMap_MNI152_T1_2009c_al,10.865034,6104,2.277494
LeftPutamen,11429_20150918,r2primeMap_MNI152_T1_2009c_al,10.700360,6104,2.245409
LeftPutamen,11429_20170406,r2primeMap_MNI152_T1_2009c_al,10.807067,6104,1.891524
LeftPutamen,11431_20151009,r2primeMap_MNI152_T1_2009c_al,14.683701,6073,6.417187
LeftPutamen,11431_20170323,r2primeMap_MNI152_T1_2009c_al,13.947937,6104,2.747562
LeftPutamen,11434_20160601,r2primeMap_MNI152_T1_2009c_al,11.974132,6104,2.759476
LeftPutamen,11439_20151008,r2primeMap_MNI152_T1_2009c_al,9.980250,6104,1.994193
LeftPutamen,11441_20151028,r2primeMap_MNI152_T1_2009c_al,12.553247,6104,2.650128
LeftPutamen,11441_20170420,r2primeMap_MNI152_T1_2009c_al,12.315112,6104,2.242166
LeftPutamen,11443_20170518,r2primeMap_MNI152_T1_2009c_al,12.018637,6104,3.125800
LeftPutamen,11444_20151204,r2primeMap_MNI152_T1_2009c_al,10.537459,6104,2.404935
LeftPutamen,11444_20170615,r2primeMap_MNI152_T1_2009c_al,11.413652,6104,2.113777
LeftPutamen,11445_20151113,r2primeMap_MNI152_T1_2009c_al,9.580718,6104,2.224089
LeftPutamen,11445_20170609,r2primeMap_MNI152_T1_2009c_al,10.987516,6104,2.418747
LeftPutamen,11447_20151120,r2primeMap_MNI152_T1_2009c_al,10.549125,6104,1.538145
LeftPutamen,11447_20170525,r2primeMap_MNI152_T1_2009c_al,9.772450,6104,2.128739
LeftPutamen,11448_20151119,r2primeMap_MNI152_T1_2009c_al,11.837509,6104,2.147815
LeftPutamen,11448_20170512,r2primeMap_MNI152_T1_2009c_al,12.281742,6104,2.012706
LeftPutamen,11449_20170608,r2primeMap_MNI152_T1_2009c_al,11.791628,6104,2.363142
LeftPutamen,11451_20160127,r2primeMap_MNI152_T1_2009c_al,11.704838,6104,2.488046
LeftPutamen,11451_20170728,r2primeMap_MNI152_T1_2009c_al,11.282980,6104,2.063725
LeftPutamen,11452_20151217,r2primeMap_MNI152_T1_2009c_al,11.435754,6104,2.379270
LeftPutamen,11452_20170915,r2primeMap_MNI152_T1_2009c_al,10.409149,6104,2.217222
LeftPutamen,11453_20151120,r2primeMap_MNI152_T1_2009c_al,10.049267,6104,1.776763
LeftPutamen,11455_20160111,r2primeMap_MNI152_T1_2009c_al,12.237147,6104,2.093327
LeftPutamen,11455_20170615,r2primeMap_MNI152_T1_2009c_al,13.218349,6104,1.989158
LeftPutamen,11457_20151216,r2primeMap_MNI152_T1_2009c_al,11.490094,6104,1.927616
LeftPutamen,11457_20170616,r2primeMap_MNI152_T1_2009c_al,10.658946,6104,1.787988
LeftPutamen,11458_20151202,r2primeMap_MNI152_T1_2009c_al,12.084381,6104,3.065663
LeftPutamen,11458_20170804,r2primeMap_MNI152_T1_2009c_al,12.710771,6104,2.768060
LeftPutamen,11459_20160121,r2primeMap_MNI152_T1_2009c_al,11.869581,6104,1.953857
LeftPutamen,11460_20160114,r2primeMap_MNI152_T1_2009c_al,11.527799,6104,2.216290
LeftPutamen,11460_20170707,r2primeMap_MNI152_T1_2009c_al,11.709200,6104,2.537127
LeftPutamen,11461_20151218,r2primeMap_MNI152_T1_2009c_al,10.150725,6104,1.883851
LeftPutamen,11463_20170713,r2primeMap_MNI152_T1_2009c_al,10.319689,6104,1.941682
LeftPutamen,11465_20160106,r2primeMap_MNI152_T1_2009c_al,11.456166,6104,2.359325
LeftPutamen,11465_20170810,r2primeMap_MNI152_T1_2009c_al,11.670581,6104,2.240314
LeftPutamen,11469_20151219,r2primeMap_MNI152_T1_2009c_al,9.035304,6104,1.694157
LeftPutamen,11469_20170621,r2primeMap_MNI152_T1_2009c_al,9.852441,6104,1.612976
LeftPutamen,11470_20151222,r2primeMap_MNI152_T1_2009c_al,15.882313,6104,4.656695
LeftPutamen,11471_20151230,r2primeMap_MNI152_T1_2009c_al,9.080925,6104,1.621252
LeftPutamen,11472_20160120,r2primeMap_MNI152_T1_2009c_al,10.517360,6104,1.667725
LeftPutamen,11472_20170706,r2primeMap_MNI152_T1_2009c_al,11.138376,6104,1.689930
LeftPutamen,11474_20151229,r2primeMap_MNI152_T1_2009c_al,9.339669,6076,5.172691
LeftPutamen,11475_20160129,r2primeMap_MNI152_T1_2009c_al,12.731046,6104,2.574499
LeftPutamen,11475_20170630,r2primeMap_MNI152_T1_2009c_al,14.725827,6104,3.446873
LeftPutamen,11480_20160203,r2primeMap_MNI152_T1_2009c_al,9.584415,6104,1.641109
LeftPutamen,11480_20170720,r2primeMap_MNI152_T1_2009c_al,9.439495,6104,3.307539
LeftPutamen,11481_20160128,r2primeMap_MNI152_T1_2009c_al,11.388024,6104,2.077425
LeftPutamen,11481_20170714,r2primeMap_MNI152_T1_2009c_al,11.555063,6104,2.258541
LeftPutamen,11482_20160205,r2primeMap_MNI152_T1_2009c_al,12.187844,6104,3.360901
LeftPutamen,11482_20170921,r2primeMap_MNI152_T1_2009c_al,11.558529,6104,2.576819
LeftPutamen,11484_20160130,r2primeMap_MNI152_T1_2009c_al,9.004042,6104,1.823422
LeftPutamen,11484_20171202,r2primeMap_MNI152_T1_2009c_al,9.747718,6104,1.895803
LeftPutamen,11486_20170901,r2primeMap_MNI152_T1_2009c_al,11.157863,6104,1.711405
LeftPutamen,11487_20160204,r2primeMap_MNI152_T1_2009c_al,10.015030,6104,2.193356
LeftPutamen,11487_20170811,r2primeMap_MNI152_T1_2009c_al,10.836451,6104,2.190826
LeftPutamen,11488_20160226,r2primeMap_MNI152_T1_2009c_al,9.483340,6104,2.674289
LeftPutamen,11489_20160212,r2primeMap_MNI152_T1_2009c_al,9.280576,6104,2.030933
LeftPutamen,11490_20160217,r2primeMap_MNI152_T1_2009c_al,9.169588,6104,1.938022
LeftPutamen,11492_20160406,r2primeMap_MNI152_T1_2009c_al,8.802414,6104,2.510901
LeftPutamen,11492_20170928,r2primeMap_MNI152_T1_2009c_al,9.290705,6104,1.726603
LeftPutamen,11495_20160303,r2primeMap_MNI152_T1_2009c_al,10.511745,6104,1.832637
LeftPutamen,11495_20170817,r2primeMap_MNI152_T1_2009c_al,10.503275,6104,1.604777
LeftPutamen,11496_20160408,r2primeMap_MNI152_T1_2009c_al,9.495014,6104,2.069516
LeftPutamen,11496_20170929,r2primeMap_MNI152_T1_2009c_al,9.924391,6104,2.268999
LeftPutamen,11497_20160415,r2primeMap_MNI152_T1_2009c_al,10.297631,6104,2.302911
LeftPutamen,11497_20171221,r2primeMap_MNI152_T1_2009c_al,10.601870,6104,2.281825
LeftPutamen,11498_20160311,r2primeMap_MNI152_T1_2009c_al,9.200812,6104,1.808323
LeftPutamen,11499_20160308,r2primeMap_MNI152_T1_2009c_al,8.772643,6104,1.648637
LeftPutamen,11501_20160304,r2primeMap_MNI152_T1_2009c_al,10.322210,6104,2.357336
LeftPutamen,11502_20160427,r2primeMap_MNI152_T1_2009c_al,10.233462,6104,2.356927
LeftPutamen,11502_20180111,r2primeMap_MNI152_T1_2009c_al,10.154526,6104,1.939707
LeftPutamen,11503_20160310,r2primeMap_MNI152_T1_2009c_al,10.348613,6104,2.022393
LeftPutamen,11504_20160316,r2primeMap_MNI152_T1_2009c_al,10.498382,6104,1.947032
LeftPutamen,11504_20170831,r2primeMap_MNI152_T1_2009c_al,11.246847,6104,1.870458
LeftPutamen,11506_20160309,r2primeMap_MNI152_T1_2009c_al,10.691289,6104,1.698617
LeftPutamen,11506_20170908,r2primeMap_MNI152_T1_2009c_al,9.526670,6104,1.786376
LeftPutamen,11507_20160413,r2primeMap_MNI152_T1_2009c_al,10.070047,6104,1.991873
LeftPutamen,11507_20171208,r2primeMap_MNI152_T1_2009c_al,9.487107,6104,1.911171
LeftPutamen,11508_20160513,r2primeMap_MNI152_T1_2009c_al,10.841089,6097,3.945025
LeftPutamen,11508_20171214,r2primeMap_MNI152_T1_2009c_al,10.181626,6104,2.000583
LeftPutamen,11509_20160319,r2primeMap_MNI152_T1_2009c_al,9.599557,6104,1.992033
LeftPutamen,11509_20171009,r2primeMap_MNI152_T1_2009c_al,8.931147,6104,2.378354
LeftPutamen,11510_20160312,r2primeMap_MNI152_T1_2009c_al,8.533884,6104,1.585714
LeftPutamen,11512_20160331,r2primeMap_MNI152_T1_2009c_al,10.835725,6104,2.557492
LeftPutamen,11512_20170928,r2primeMap_MNI152_T1_2009c_al,10.689880,6104,2.327625
LeftPutamen,11513_20160421,r2primeMap_MNI152_T1_2009c_al,9.476427,6104,2.087924
LeftPutamen,11513_20171019,r2primeMap_MNI152_T1_2009c_al,10.318664,6104,2.048953
LeftPutamen,11514_20160321,r2primeMap_MNI152_T1_2009c_al,8.480257,6104,2.661614
LeftPutamen,11514_20170920,r2primeMap_MNI152_T1_2009c_al,8.693683,6104,1.895139
LeftPutamen,11515_20160314,r2primeMap_MNI152_T1_2009c_al,9.499645,6104,2.357448
LeftPutamen,11515_20171018,r2primeMap_MNI152_T1_2009c_al,9.507352,6104,2.316502
LeftPutamen,11516_20160526,r2primeMap_MNI152_T1_2009c_al,10.519516,6104,1.945304
LeftPutamen,11516_20171207,r2primeMap_MNI152_T1_2009c_al,12.033879,6104,2.192563
LeftPutamen,11517_20160330,r2primeMap_MNI152_T1_2009c_al,11.959617,6103,3.087983
LeftPutamen,11518_20160325,r2primeMap_MNI152_T1_2009c_al,9.627006,6104,1.855881
LeftPutamen,11518_20171115,r2primeMap_MNI152_T1_2009c_al,10.621525,6104,1.866334
LeftPutamen,11519_20160317,r2primeMap_MNI152_T1_2009c_al,9.337413,6104,1.661546
LeftPutamen,11520_20160414,r2primeMap_MNI152_T1_2009c_al,10.307212,6104,2.010759
LeftPutamen,11521_20160322,r2primeMap_MNI152_T1_2009c_al,8.676176,6104,1.899869
LeftPutamen,11522_20160401,r2primeMap_MNI152_T1_2009c_al,9.233563,6104,2.550710
LeftPutamen,11524_20160422,r2primeMap_MNI152_T1_2009c_al,12.631797,6104,2.300157
LeftPutamen,11529_20160511,r2primeMap_MNI152_T1_2009c_al,9.952796,6104,1.969041
LeftPutamen,11529_20180104,r2primeMap_MNI152_T1_2009c_al,10.872856,6104,1.824881
LeftPutamen,11531_20160505,r2primeMap_MNI152_T1_2009c_al,10.741935,6104,2.135124
LeftPutamen,11531_20180104,r2primeMap_MNI152_T1_2009c_al,13.066369,6104,2.627324
LeftPutamen,11533_20160428,r2primeMap_MNI152_T1_2009c_al,10.004075,6104,1.912156
LeftPutamen,11535_20171110,r2primeMap_MNI152_T1_2009c_al,9.581610,6104,2.180339
LeftPutamen,11536_20160525,r2primeMap_MNI152_T1_2009c_al,8.882208,6104,1.633791
LeftPutamen,11536_20180102,r2primeMap_MNI152_T1_2009c_al,10.299600,6104,2.204407
LeftPutamen,11537_20160518,r2primeMap_MNI152_T1_2009c_al,11.901000,6104,2.620107
LeftPutamen,11537_20171102,r2primeMap_MNI152_T1_2009c_al,12.154825,6104,2.680102
LeftPutamen,11538_20160512,r2primeMap_MNI152_T1_2009c_al,11.303224,6104,1.874303
LeftPutamen,11541_20160509,r2primeMap_MNI152_T1_2009c_al,9.994252,6104,2.317715
LeftPutamen,11541_20171129,r2primeMap_MNI152_T1_2009c_al,10.328232,6104,2.323030
LeftPutamen,11542_20160527,r2primeMap_MNI152_T1_2009c_al,10.990978,6104,1.976900
LeftPutamen,11542_20171117,r2primeMap_MNI152_T1_2009c_al,11.737051,6101,2.213555
LeftPutamen,11543_20160507,r2primeMap_MNI152_T1_2009c_al,9.657461,6104,2.038861
LeftPutamen,11544_20160513,r2primeMap_MNI152_T1_2009c_al,9.435757,6104,2.365020
LeftPutamen,11546_20160524,r2primeMap_MNI152_T1_2009c_al,9.825820,6104,1.969246
LeftPutamen,11547_20160603,r2primeMap_MNI152_T1_2009c_al,10.739125,6104,2.521245
LeftPutamen,11547_20171201,r2primeMap_MNI152_T1_2009c_al,10.536908,6104,2.568249
LeftPutamen,11549_20160606,r2primeMap_MNI152_T1_2009c_al,8.406587,6104,1.975208
LeftPutamen,11550_20160617,r2primeMap_MNI152_T1_2009c_al,15.012638,6104,3.549959
LeftPutamen,11550_20171214,r2primeMap_MNI152_T1_2009c_al,14.646309,6104,2.679484
LeftPutamen,11551_20160615,r2primeMap_MNI152_T1_2009c_al,9.971675,6104,2.181087
LeftPutamen,11551_20180111,r2primeMap_MNI152_T1_2009c_al,10.313739,6104,1.787006
LeftPutamen,11554_20160629,r2primeMap_MNI152_T1_2009c_al,8.587218,6104,1.492451
LeftPutamen,11555_20160701,r2primeMap_MNI152_T1_2009c_al,7.864854,6104,1.395494
LeftPutamen,11557_20160709,r2primeMap_MNI152_T1_2009c_al,9.061442,6104,1.442583
LeftPutamen,11558_20160708,r2primeMap_MNI152_T1_2009c_al,8.322458,4910,7.196544
LeftPutamen,11560_20160712,r2primeMap_MNI152_T1_2009c_al,9.429999,6104,2.074915
LeftPutamen,11561_20160715,r2primeMap_MNI152_T1_2009c_al,9.022746,6104,2.314964
LeftPutamen,11562_20160725,r2primeMap_MNI152_T1_2009c_al,7.939930,6104,1.694076
LeftPutamen,11564_20160720,r2primeMap_MNI152_T1_2009c_al,7.839374,6104,1.912245
LeftPutamen,11565_20160726,r2primeMap_MNI152_T1_2009c_al,7.087201,6104,1.794410
LeftPutamen,11568_20160810,r2primeMap_MNI152_T1_2009c_al,10.222044,6104,2.096972
LeftPutamen,11570_20160812,r2primeMap_MNI152_T1_2009c_al,10.808658,6104,2.328213
LeftPutamen,11571_20160826,r2primeMap_MNI152_T1_2009c_al,9.188566,6104,2.312541
LeftPutamen,11573_20160902,r2primeMap_MNI152_T1_2009c_al,10.521911,6104,2.315934
LeftPutamen,11574_20160901,r2primeMap_MNI152_T1_2009c_al,7.365117,6024,3.248995
LeftPutamen,11575_20160908,r2primeMap_MNI152_T1_2009c_al,9.293965,6104,2.219900
LeftPutamen,11576_20160930,r2primeMap_MNI152_T1_2009c_al,11.706926,6104,2.323324
LeftPutamen,11577_20160910,r2primeMap_MNI152_T1_2009c_al,8.580287,5484,4.709496
LeftPutamen,11579_20161014,r2primeMap_MNI152_T1_2009c_al,7.555031,6103,2.604981
LeftPutamen,11581_20161115,r2primeMap_MNI152_T1_2009c_al,8.681561,6104,1.643958
LeftPutamen,11582_20161205,r2primeMap_MNI152_T1_2009c_al,8.695143,6104,1.804711
LeftPutamen,11589_20170203,r2primeMap_MNI152_T1_2009c_al,11.664152,6104,2.455170
LeftPutamen,11592_20170126,r2primeMap_MNI152_T1_2009c_al,7.449746,6035,3.375877
LeftPutamen,11595_20170124,r2primeMap_MNI152_T1_2009c_al,9.388171,6104,1.753171
LeftPutamen,11599_20170309,r2primeMap_MNI152_T1_2009c_al,8.752927,6104,1.733931
LeftPutamen,11600_20170220,r2primeMap_MNI152_T1_2009c_al,10.946840,6104,2.004826
LeftPutamen,11603_20170325,r2primeMap_MNI152_T1_2009c_al,7.546205,6070,1.752950
LeftPutamen,11605_20170410,r2primeMap_MNI152_T1_2009c_al,8.761330,6104,1.682979
LeftPutamen,11609_20170506,r2primeMap_MNI152_T1_2009c_al,8.971065,6104,1.861037
LeftPutamen,11611_20170517,r2primeMap_MNI152_T1_2009c_al,9.612140,6104,2.392796
LeftPutamen,11616_20170807,r2primeMap_MNI152_T1_2009c_al,8.577957,6104,1.752649
LeftPallidum,10843_20151109,r2primeMap_MNI152_T1_2009c_al,14.538372,2207,2.659878
LeftPallidum,10843_20170605,r2primeMap_MNI152_T1_2009c_al,14.772068,2207,3.716764
LeftPallidum,10880_20160607,r2primeMap_MNI152_T1_2009c_al,10.543884,2147,8.176011
LeftPallidum,10880_20171228,r2primeMap_MNI152_T1_2009c_al,16.194493,2207,3.718469
LeftPallidum,10985_20160328,r2primeMap_MNI152_T1_2009c_al,20.230808,2207,4.668270
LeftPallidum,10997_20160206,r2primeMap_MNI152_T1_2009c_al,19.701310,2207,4.040476
LeftPallidum,10997_20170807,r2primeMap_MNI152_T1_2009c_al,18.518118,2207,4.240221
LeftPallidum,11048_20160526,r2primeMap_MNI152_T1_2009c_al,14.988239,2207,2.907188
LeftPallidum,11048_20171215,r2primeMap_MNI152_T1_2009c_al,17.153487,2207,3.396368
LeftPallidum,11228_20160212,r2primeMap_MNI152_T1_2009c_al,18.220069,2207,3.834915
LeftPallidum,11228_20170803,r2primeMap_MNI152_T1_2009c_al,18.593687,2207,3.899601
LeftPallidum,11248_20160211,r2primeMap_MNI152_T1_2009c_al,19.620361,2207,3.797948
LeftPallidum,11248_20170803,r2primeMap_MNI152_T1_2009c_al,20.450718,2207,4.092292
LeftPallidum,11270_20160729,r2primeMap_MNI152_T1_2009c_al,19.162251,2207,3.693931
LeftPallidum,11272_20151209,r2primeMap_MNI152_T1_2009c_al,21.245435,2207,4.430513
LeftPallidum,11275_20160519,r2primeMap_MNI152_T1_2009c_al,16.681015,2207,2.866212
LeftPallidum,11275_20171116,r2primeMap_MNI152_T1_2009c_al,18.367977,2207,3.194715
LeftPallidum,11289_20151105,r2primeMap_MNI152_T1_2009c_al,15.653209,2207,2.609607
LeftPallidum,11289_20170427,r2primeMap_MNI152_T1_2009c_al,17.096423,2207,2.380525
LeftPallidum,11299_20151210,r2primeMap_MNI152_T1_2009c_al,15.731725,2207,2.633822
LeftPallidum,11299_20171103,r2primeMap_MNI152_T1_2009c_al,15.002863,2207,2.574659
LeftPallidum,11314_20170303,r2primeMap_MNI152_T1_2009c_al,16.617158,2207,3.407275
LeftPallidum,11338_20160416,r2primeMap_MNI152_T1_2009c_al,17.323746,2207,3.902750
