roi,subj,input,nzmean,nzvoxels,nzsigma
CC,11451_20160127,r2primeMap_MNI152_T1_2009c_al,13.231678,13391,2.786905
CC,11451_20170728,r2primeMap_MNI152_T1_2009c_al,13.246920,13388,2.567387
CC,11452_20151217,r2primeMap_MNI152_T1_2009c_al,14.133433,13406,5.114667
CC,11452_20170915,r2primeMap_MNI152_T1_2009c_al,14.657980,13408,4.660942
CC,11453_20151120,r2primeMap_MNI152_T1_2009c_al,12.294739,13264,3.707618
CC,11455_20160111,r2primeMap_MNI152_T1_2009c_al,16.285136,13391,6.753600
CC,11455_20170615,r2primeMap_MNI152_T1_2009c_al,14.933474,13387,5.025135
CC,11457_20151216,r2primeMap_MNI152_T1_2009c_al,13.647993,13390,4.206444
CC,11457_20170616,r2primeMap_MNI152_T1_2009c_al,14.109370,13388,4.123161
CC,11458_20151202,r2primeMap_MNI152_T1_2009c_al,14.023247,13378,4.146187
CC,11458_20170804,r2primeMap_MNI152_T1_2009c_al,13.718083,13389,3.959176
CC,11459_20160121,r2primeMap_MNI152_T1_2009c_al,13.805149,13284,4.117828
CC,11460_20160114,r2primeMap_MNI152_T1_2009c_al,14.367224,13396,3.959447
CC,11460_20170707,r2primeMap_MNI152_T1_2009c_al,15.159900,13402,3.957220
CC,11461_20151218,r2primeMap_MNI152_T1_2009c_al,14.122575,13403,4.517751
CC,11463_20170713,r2primeMap_MNI152_T1_2009c_al,12.969542,13409,3.532449
CC,11465_20160106,r2primeMap_MNI152_T1_2009c_al,13.032013,13365,4.433759
CC,11465_20170810,r2primeMap_MNI152_T1_2009c_al,14.343203,13377,5.835908
CC,11469_20151219,r2primeMap_MNI152_T1_2009c_al,12.789284,13401,3.764113
CC,11469_20170621,r2primeMap_MNI152_T1_2009c_al,13.682389,13407,4.533743
CC,11470_20151222,r2primeMap_MNI152_T1_2009c_al,14.789700,12250,7.851583
CC,11471_20151230,r2primeMap_MNI152_T1_2009c_al,12.675357,13405,5.302826
CC,11472_20160120,r2primeMap_MNI152_T1_2009c_al,12.486496,13405,4.038132
CC,11472_20170706,r2primeMap_MNI152_T1_2009c_al,12.499849,13402,4.359485
CC,11474_20151229,r2primeMap_MNI152_T1_2009c_al,19.146568,13411,4.522636
CC,11475_20160129,r2primeMap_MNI152_T1_2009c_al,13.313170,13410,4.720286
CC,11475_20170630,r2primeMap_MNI152_T1_2009c_al,12.855347,13411,4.464733
CC,11480_20160203,r2primeMap_MNI152_T1_2009c_al,12.936415,13391,5.181295
CC,11480_20170720,r2primeMap_MNI152_T1_2009c_al,15.203045,13394,6.108486
CC,11481_20160128,r2primeMap_MNI152_T1_2009c_al,14.072610,13402,4.625941
CC,11481_20170714,r2primeMap_MNI152_T1_2009c_al,13.539055,13411,5.083046
CC,11482_20160205,r2primeMap_MNI152_T1_2009c_al,13.132026,13380,3.232376
CC,11482_20170921,r2primeMap_MNI152_T1_2009c_al,14.458394,13401,3.191408
CC,11484_20160130,r2primeMap_MNI152_T1_2009c_al,12.036785,13410,4.016011
CC,11484_20171202,r2primeMap_MNI152_T1_2009c_al,11.714551,13403,3.629650
CC,11486_20170901,r2primeMap_MNI152_T1_2009c_al,14.198434,13405,3.471263
CC,11487_20160204,r2primeMap_MNI152_T1_2009c_al,13.610979,13393,4.173151
CC,11487_20170811,r2primeMap_MNI152_T1_2009c_al,13.351079,13400,4.383337
CC,11488_20160226,r2primeMap_MNI152_T1_2009c_al,15.276777,13341,6.920860
CC,11489_20160212,r2primeMap_MNI152_T1_2009c_al,13.030022,13411,4.318229
CC,11490_20160217,r2primeMap_MNI152_T1_2009c_al,13.574529,13395,4.168454
CC,11492_20160406,r2primeMap_MNI152_T1_2009c_al,13.404448,13363,5.533089
CC,11492_20170928,r2primeMap_MNI152_T1_2009c_al,14.369690,13383,5.025444
CC,11495_20160303,r2primeMap_MNI152_T1_2009c_al,14.943308,13376,4.598032
CC,11495_20170817,r2primeMap_MNI152_T1_2009c_al,14.783350,13382,4.926750
CC,11496_20160408,r2primeMap_MNI152_T1_2009c_al,14.012892,13404,6.234768
CC,11496_20170929,r2primeMap_MNI152_T1_2009c_al,13.679516,13399,5.188669
CC,11497_20160415,r2primeMap_MNI152_T1_2009c_al,14.379464,13406,4.646315
CC,11497_20171221,r2primeMap_MNI152_T1_2009c_al,14.277242,13411,4.273306
CC,11498_20160311,r2primeMap_MNI152_T1_2009c_al,12.687595,13396,3.116579
CC,11499_20160308,r2primeMap_MNI152_T1_2009c_al,11.313573,13363,4.080876
CC,11501_20160304,r2primeMap_MNI152_T1_2009c_al,15.202437,13396,4.798523
CC,11502_20160427,r2primeMap_MNI152_T1_2009c_al,12.253353,13361,4.357782
CC,11502_20180111,r2primeMap_MNI152_T1_2009c_al,11.626962,13384,4.453150
CC,11503_20160310,r2primeMap_MNI152_T1_2009c_al,13.873929,13411,4.314056
CC,11504_20160316,r2primeMap_MNI152_T1_2009c_al,13.147321,13409,4.529717
CC,11504_20170831,r2primeMap_MNI152_T1_2009c_al,13.076667,13403,5.181120
CC,11506_20160309,r2primeMap_MNI152_T1_2009c_al,16.547172,13410,5.740023
CC,11506_20170908,r2primeMap_MNI152_T1_2009c_al,14.436386,13404,4.559975
CC,11507_20160413,r2primeMap_MNI152_T1_2009c_al,12.566232,13401,3.558465
CC,11507_20171208,r2primeMap_MNI152_T1_2009c_al,13.136334,13404,2.915933
CC,11508_20160513,r2primeMap_MNI152_T1_2009c_al,12.211745,13338,5.743650
CC,11508_20171214,r2primeMap_MNI152_T1_2009c_al,11.643832,13361,4.220089
CC,11509_20160319,r2primeMap_MNI152_T1_2009c_al,12.098146,13406,4.231378
CC,11509_20171009,r2primeMap_MNI152_T1_2009c_al,12.905301,13387,3.611264
CC,11510_20160312,r2primeMap_MNI152_T1_2009c_al,12.231209,13376,4.363156
CC,11512_20160331,r2primeMap_MNI152_T1_2009c_al,16.203056,13382,7.142227
CC,11512_20170928,r2primeMap_MNI152_T1_2009c_al,15.299127,13401,5.685867
CC,11513_20160421,r2primeMap_MNI152_T1_2009c_al,12.932489,13385,3.162046
CC,11513_20171019,r2primeMap_MNI152_T1_2009c_al,13.293769,13388,2.860771
CC,11514_20160321,r2primeMap_MNI152_T1_2009c_al,12.285829,13282,5.173528
CC,11514_20170920,r2primeMap_MNI152_T1_2009c_al,11.925567,13296,5.025187
CC,11515_20160314,r2primeMap_MNI152_T1_2009c_al,11.585954,13411,4.359849
CC,11515_20171018,r2primeMap_MNI152_T1_2009c_al,11.904253,13409,3.615377
CC,11516_20160526,r2primeMap_MNI152_T1_2009c_al,13.410870,13401,4.060844
CC,11516_20171207,r2primeMap_MNI152_T1_2009c_al,13.461161,13409,4.355417
CC,11517_20160330,r2primeMap_MNI152_T1_2009c_al,14.054189,13406,4.842658
CC,11518_20160325,r2primeMap_MNI152_T1_2009c_al,13.859400,13388,5.075794
CC,11518_20171115,r2primeMap_MNI152_T1_2009c_al,12.086313,13383,4.365958
CC,11519_20160317,r2primeMap_MNI152_T1_2009c_al,12.051118,13359,3.085533
CC,11520_20160414,r2primeMap_MNI152_T1_2009c_al,13.389584,13404,4.072580
CC,11521_20160322,r2primeMap_MNI152_T1_2009c_al,10.138492,12814,4.173874
CC,11522_20160401,r2primeMap_MNI152_T1_2009c_al,13.928525,13409,4.172879
CC,11524_20160422,r2primeMap_MNI152_T1_2009c_al,12.960620,13372,5.309414
CC,11529_20160511,r2primeMap_MNI152_T1_2009c_al,13.618283,13388,3.191358
CC,11529_20180104,r2primeMap_MNI152_T1_2009c_al,12.422364,13407,2.780087
CC,11531_20160505,r2primeMap_MNI152_T1_2009c_al,13.840420,13407,4.199928
CC,11531_20180104,r2primeMap_MNI152_T1_2009c_al,13.156766,13410,3.941771
CC,11533_20160428,r2primeMap_MNI152_T1_2009c_al,15.188455,13409,5.715727
CC,11535_20171110,r2primeMap_MNI152_T1_2009c_al,14.283740,13400,3.910502
CC,11536_20160525,r2primeMap_MNI152_T1_2009c_al,12.838184,13410,4.539336
CC,11536_20180102,r2primeMap_MNI152_T1_2009c_al,12.095986,13409,3.820057
CC,11537_20160518,r2primeMap_MNI152_T1_2009c_al,13.630928,13407,4.631122
CC,11537_20171102,r2primeMap_MNI152_T1_2009c_al,13.831758,13408,4.409454
CC,11538_20160512,r2primeMap_MNI152_T1_2009c_al,14.585331,13404,4.890937
CC,11541_20160509,r2primeMap_MNI152_T1_2009c_al,15.153631,13410,6.302946
CC,11541_20171129,r2primeMap_MNI152_T1_2009c_al,14.706479,13409,5.646300
CC,11542_20160527,r2primeMap_MNI152_T1_2009c_al,13.086179,13342,4.694040
CC,11542_20171117,r2primeMap_MNI152_T1_2009c_al,13.390695,13397,5.622426
CC,11543_20160507,r2primeMap_MNI152_T1_2009c_al,13.033774,13396,4.157882
CC,11544_20160513,r2primeMap_MNI152_T1_2009c_al,15.037987,13411,4.576429
CC,11546_20160524,r2primeMap_MNI152_T1_2009c_al,12.786475,13383,3.413609
CC,11547_20160603,r2primeMap_MNI152_T1_2009c_al,13.089291,13386,3.667839
CC,11547_20171201,r2primeMap_MNI152_T1_2009c_al,12.902359,13385,3.203117
CC,11549_20160606,r2primeMap_MNI152_T1_2009c_al,11.454201,13337,3.745286
CC,11550_20160617,r2primeMap_MNI152_T1_2009c_al,12.384909,13343,3.230015
CC,11550_20171214,r2primeMap_MNI152_T1_2009c_al,11.665766,13340,2.872531
CC,11551_20160615,r2primeMap_MNI152_T1_2009c_al,14.312008,13381,5.346232
CC,11551_20180111,r2primeMap_MNI152_T1_2009c_al,12.297031,13409,3.694381
CC,11554_20160629,r2primeMap_MNI152_T1_2009c_al,12.602716,13385,4.352381
CC,11555_20160701,r2primeMap_MNI152_T1_2009c_al,11.695007,13402,4.473027
CC,11557_20160709,r2primeMap_MNI152_T1_2009c_al,12.147761,13387,4.520649
CC,11558_20160708,r2primeMap_MNI152_T1_2009c_al,16.350243,13411,6.921683
CC,11560_20160712,r2primeMap_MNI152_T1_2009c_al,12.834892,13370,4.704325
CC,11561_20160715,r2primeMap_MNI152_T1_2009c_al,12.434288,13378,3.345632
CC,11562_20160725,r2primeMap_MNI152_T1_2009c_al,11.947338,13369,4.230709
CC,11564_20160720,r2primeMap_MNI152_T1_2009c_al,12.349856,13409,3.809476
CC,11565_20160726,r2primeMap_MNI152_T1_2009c_al,10.267831,13280,3.917251
CC,11568_20160810,r2primeMap_MNI152_T1_2009c_al,11.593998,13405,3.117039
CC,11570_20160812,r2primeMap_MNI152_T1_2009c_al,12.706327,13405,3.713772
CC,11571_20160826,r2primeMap_MNI152_T1_2009c_al,13.079969,13400,4.298331
CC,11573_20160902,r2primeMap_MNI152_T1_2009c_al,10.535405,13396,4.187676
CC,11574_20160901,r2primeMap_MNI152_T1_2009c_al,8.322900,13312,4.761383
CC,11575_20160908,r2primeMap_MNI152_T1_2009c_al,11.139552,13309,3.687437
CC,11576_20160930,r2primeMap_MNI152_T1_2009c_al,13.810226,13405,5.191063
CC,11577_20160910,r2primeMap_MNI152_T1_2009c_al,12.807315,13388,5.277944
CC,11579_20161014,r2primeMap_MNI152_T1_2009c_al,11.217081,13390,3.492974
CC,11581_20161115,r2primeMap_MNI152_T1_2009c_al,11.725560,13389,3.974732
CC,11582_20161205,r2primeMap_MNI152_T1_2009c_al,12.897522,13309,3.630784
CC,11589_20170203,r2primeMap_MNI152_T1_2009c_al,13.617430,13361,5.968920
CC,11592_20170126,r2primeMap_MNI152_T1_2009c_al,12.965174,13411,4.265861
CC,11595_20170124,r2primeMap_MNI152_T1_2009c_al,15.041670,13390,3.850489
CC,11599_20170309,r2primeMap_MNI152_T1_2009c_al,13.148976,13411,5.190242
CC,11600_20170220,r2primeMap_MNI152_T1_2009c_al,14.762393,13405,5.193458
CC,11603_20170325,r2primeMap_MNI152_T1_2009c_al,12.978881,13409,3.433877
CC,11605_20170410,r2primeMap_MNI152_T1_2009c_al,12.758309,13408,4.184739
CC,11609_20170506,r2primeMap_MNI152_T1_2009c_al,13.638862,13400,4.133939
CC,11611_20170517,r2primeMap_MNI152_T1_2009c_al,13.953973,13407,3.949340
CC,11616_20170807,r2primeMap_MNI152_T1_2009c_al,13.495834,13350,4.754843
LeftCaudate,10843_20151109,r2primeMap_MNI152_T1_2009c_al,8.628034,3899,2.269408
LeftCaudate,10843_20170605,r2primeMap_MNI152_T1_2009c_al,9.243482,3900,2.530378
LeftCaudate,10880_20160607,r2primeMap_MNI152_T1_2009c_al,11.152894,3899,3.257828
LeftCaudate,10880_20171228,r2primeMap_MNI152_T1_2009c_al,8.912012,3862,1.851057
LeftCaudate,10985_20160328,r2primeMap_MNI152_T1_2009c_al,7.015636,3879,4.123630
LeftCaudate,10997_20160206,r2primeMap_MNI152_T1_2009c_al,10.832607,3896,2.321671
LeftCaudate,10997_20170807,r2primeMap_MNI152_T1_2009c_al,10.017174,3891,1.908490
LeftCaudate,11048_20160526,r2primeMap_MNI152_T1_2009c_al,7.270836,3857,2.269335
LeftCaudate,11048_20171215,r2primeMap_MNI152_T1_2009c_al,7.302174,3805,2.440946
LeftCaudate,11228_20160212,r2primeMap_MNI152_T1_2009c_al,9.908822,3880,3.027713
LeftCaudate,11228_20170803,r2primeMap_MNI152_T1_2009c_al,9.375479,3900,2.299397
LeftCaudate,11248_20160211,r2primeMap_MNI152_T1_2009c_al,9.908796,3897,2.497051
LeftCaudate,11248_20170803,r2primeMap_MNI152_T1_2009c_al,10.626741,3898,2.200038
LeftCaudate,11270_20160729,r2primeMap_MNI152_T1_2009c_al,10.077160,3816,2.713487
LeftCaudate,11272_20151209,r2primeMap_MNI152_T1_2009c_al,10.686838,3794,2.824726
LeftCaudate,11275_20160519,r2primeMap_MNI152_T1_2009c_al,9.571371,3900,2.715617
LeftCaudate,11275_20171116,r2primeMap_MNI152_T1_2009c_al,9.033043,3897,3.199014
LeftCaudate,11289_20151105,r2primeMap_MNI152_T1_2009c_al,8.438219,3900,2.405484
LeftCaudate,11289_20170427,r2primeMap_MNI152_T1_2009c_al,13.435506,3900,3.534202
LeftCaudate,11299_20151210,r2primeMap_MNI152_T1_2009c_al,9.864192,3868,3.540314
LeftCaudate,11299_20171103,r2primeMap_MNI152_T1_2009c_al,9.595212,3865,3.501682
LeftCaudate,11314_20170303,r2primeMap_MNI152_T1_2009c_al,7.286628,3877,2.574280
LeftCaudate,11338_20160416,r2primeMap_MNI152_T1_2009c_al,8.594582,3890,1.724986
LeftCaudate,11338_20171118,r2primeMap_MNI152_T1_2009c_al,7.052082,3893,1.806173
LeftCaudate,11346_20160201,r2primeMap_MNI152_T1_2009c_al,10.267846,3897,2.783304
LeftCaudate,11370_20160311,r2primeMap_MNI152_T1_2009c_al,16.486480,3867,7.338823
LeftCaudate,11389_20160104,r2primeMap_MNI152_T1_2009c_al,8.592927,3900,2.016375
LeftCaudate,11389_20170626,r2primeMap_MNI152_T1_2009c_al,9.722570,3900,2.175306
LeftCaudate,11393_20160407,r2primeMap_MNI152_T1_2009c_al,11.396076,3897,3.524481
LeftCaudate,11393_20170914,r2primeMap_MNI152_T1_2009c_al,8.893717,3899,2.306576
LeftCaudate,11394_20151014,r2primeMap_MNI152_T1_2009c_al,9.540808,3834,2.668741
LeftCaudate,11394_20170505,r2primeMap_MNI152_T1_2009c_al,9.777478,3827,2.625186
LeftCaudate,11395_20160305,r2primeMap_MNI152_T1_2009c_al,10.292137,3896,3.276709
LeftCaudate,11395_20171021,r2primeMap_MNI152_T1_2009c_al,9.588279,3891,3.218373
LeftCaudate,11403_20151106,r2primeMap_MNI152_T1_2009c_al,10.182304,3862,2.575981
LeftCaudate,11403_20170421,r2primeMap_MNI152_T1_2009c_al,9.421624,3855,2.432646
LeftCaudate,11405_20151211,r2primeMap_MNI152_T1_2009c_al,10.135578,3900,2.570740
LeftCaudate,11405_20170622,r2primeMap_MNI152_T1_2009c_al,10.153383,3900,3.636778
LeftCaudate,11409_20151016,r2primeMap_MNI152_T1_2009c_al,9.244645,3891,3.711206
LeftCaudate,11409_20170525,r2primeMap_MNI152_T1_2009c_al,10.343315,3900,2.588525
LeftCaudate,11411_20160115,r2primeMap_MNI152_T1_2009c_al,8.795179,3900,1.920577
LeftCaudate,11411_20170818,r2primeMap_MNI152_T1_2009c_al,8.472007,3899,1.761501
LeftCaudate,11414_20151107,r2primeMap_MNI152_T1_2009c_al,7.850607,3880,2.003790
LeftCaudate,11414_20170603,r2primeMap_MNI152_T1_2009c_al,7.865024,3890,2.055672
LeftCaudate,11415_20160108,r2primeMap_MNI152_T1_2009c_al,10.364054,3896,1.812649
LeftCaudate,11415_20170622,r2primeMap_MNI152_T1_2009c_al,9.906798,3892,1.613296
LeftCaudate,11419_20151203,r2primeMap_MNI152_T1_2009c_al,9.661678,3894,2.273679
LeftCaudate,11419_20170526,r2primeMap_MNI152_T1_2009c_al,8.514109,3900,2.015763
LeftCaudate,11421_20151104,r2primeMap_MNI152_T1_2009c_al,10.104053,3876,3.791740
LeftCaudate,11421_20170428,r2primeMap_MNI152_T1_2009c_al,10.443417,3874,2.982004
LeftCaudate,11425_20160215,r2primeMap_MNI152_T1_2009c_al,9.374497,3866,2.517300
LeftCaudate,11425_20171127,r2primeMap_MNI152_T1_2009c_al,8.755225,3865,2.894529
LeftCaudate,11426_20151112,r2primeMap_MNI152_T1_2009c_al,10.135129,3837,3.002670
LeftCaudate,11426_20170504,r2primeMap_MNI152_T1_2009c_al,8.930296,3844,2.369435
LeftCaudate,11429_20150918,r2primeMap_MNI152_T1_2009c_al,9.631634,3887,2.437975
LeftCaudate,11429_20170406,r2primeMap_MNI152_T1_2009c_al,10.118371,3890,2.226118
LeftCaudate,11431_20151009,r2primeMap_MNI152_T1_2009c_al,18.852568,3822,8.336514
LeftCaudate,11431_20170323,r2primeMap_MNI152_T1_2009c_al,12.238196,3771,4.004974
LeftCaudate,11434_20160601,r2primeMap_MNI152_T1_2009c_al,9.079957,3858,2.362755
LeftCaudate,11439_20151008,r2primeMap_MNI152_T1_2009c_al,8.458472,3900,2.088579
LeftCaudate,11441_20151028,r2primeMap_MNI152_T1_2009c_al,10.172917,3805,3.576133
LeftCaudate,11441_20170420,r2primeMap_MNI152_T1_2009c_al,9.467897,3820,2.701980
LeftCaudate,11443_20170518,r2primeMap_MNI152_T1_2009c_al,9.067159,3838,2.838066
LeftCaudate,11444_20151204,r2primeMap_MNI152_T1_2009c_al,9.276693,3882,2.573902
LeftCaudate,11444_20170615,r2primeMap_MNI152_T1_2009c_al,11.077955,3853,2.866745
LeftCaudate,11445_20151113,r2primeMap_MNI152_T1_2009c_al,8.280585,3898,2.393054
LeftCaudate,11445_20170609,r2primeMap_MNI152_T1_2009c_al,10.030503,3900,2.041439
LeftCaudate,11447_20151120,r2primeMap_MNI152_T1_2009c_al,9.804851,3900,2.522540
LeftCaudate,11447_20170525,r2primeMap_MNI152_T1_2009c_al,9.698473,3900,2.622854
LeftCaudate,11448_20151119,r2primeMap_MNI152_T1_2009c_al,10.623663,3893,2.736913
LeftCaudate,11448_20170512,r2primeMap_MNI152_T1_2009c_al,10.884951,3894,2.835557
LeftCaudate,11449_20170608,r2primeMap_MNI152_T1_2009c_al,9.737872,3900,2.668350
LeftCaudate,11451_20160127,r2primeMap_MNI152_T1_2009c_al,9.644507,3860,1.695688
LeftCaudate,11451_20170728,r2primeMap_MNI152_T1_2009c_al,9.038503,3852,1.809448
LeftCaudate,11452_20151217,r2primeMap_MNI152_T1_2009c_al,7.593238,3900,3.900971
LeftCaudate,11452_20170915,r2primeMap_MNI152_T1_2009c_al,9.056263,3900,2.773321
LeftCaudate,11453_20151120,r2primeMap_MNI152_T1_2009c_al,7.775915,3818,2.361713
LeftCaudate,11455_20160111,r2primeMap_MNI152_T1_2009c_al,9.373523,3855,3.145114
LeftCaudate,11455_20170615,r2primeMap_MNI152_T1_2009c_al,10.192034,3857,2.482722
LeftCaudate,11457_20151216,r2primeMap_MNI152_T1_2009c_al,9.457005,3877,2.985234
LeftCaudate,11457_20170616,r2primeMap_MNI152_T1_2009c_al,8.338086,3868,2.951093
LeftCaudate,11458_20151202,r2primeMap_MNI152_T1_2009c_al,9.386999,3895,2.685176
LeftCaudate,11458_20170804,r2primeMap_MNI152_T1_2009c_al,12.076642,3889,2.631619
LeftCaudate,11459_20160121,r2primeMap_MNI152_T1_2009c_al,10.180535,3791,2.697681
LeftCaudate,11460_20160114,r2primeMap_MNI152_T1_2009c_al,10.170714,3829,2.265226
LeftCaudate,11460_20170707,r2primeMap_MNI152_T1_2009c_al,10.130616,3850,2.254387
LeftCaudate,11461_20151218,r2primeMap_MNI152_T1_2009c_al,9.025330,3888,2.423284
LeftCaudate,11463_20170713,r2primeMap_MNI152_T1_2009c_al,9.011541,3900,2.439199
LeftCaudate,11465_20160106,r2primeMap_MNI152_T1_2009c_al,9.558990,3828,2.482090
LeftCaudate,11465_20170810,r2primeMap_MNI152_T1_2009c_al,9.784106,3846,2.396702
LeftCaudate,11469_20151219,r2primeMap_MNI152_T1_2009c_al,7.903555,3896,2.310600
LeftCaudate,11469_20170621,r2primeMap_MNI152_T1_2009c_al,9.013991,3900,2.720621
LeftCaudate,11470_20151222,r2primeMap_MNI152_T1_2009c_al,17.137765,3897,6.716263
LeftCaudate,11471_20151230,r2primeMap_MNI152_T1_2009c_al,9.147670,3898,2.249371
LeftCaudate,11472_20160120,r2primeMap_MNI152_T1_2009c_al,9.192586,3900,2.093240
LeftCaudate,11472_20170706,r2primeMap_MNI152_T1_2009c_al,9.865511,3893,1.928058
LeftCaudate,11474_20151229,r2primeMap_MNI152_T1_2009c_al,5.024946,3776,3.338665
LeftCaudate,11475_20160129,r2primeMap_MNI152_T1_2009c_al,11.039186,3866,3.155978
LeftCaudate,11475_20170630,r2primeMap_MNI152_T1_2009c_al,14.687285,3884,2.858184
LeftCaudate,11480_20160203,r2primeMap_MNI152_T1_2009c_al,8.122331,3888,2.214275
LeftCaudate,11480_20170720,r2primeMap_MNI152_T1_2009c_al,7.129546,3871,2.886661
LeftCaudate,11481_20160128,r2primeMap_MNI152_T1_2009c_al,11.365314,3900,2.793613
LeftCaudate,11481_20170714,r2primeMap_MNI152_T1_2009c_al,10.420819,3900,2.596723
LeftCaudate,11482_20160205,r2primeMap_MNI152_T1_2009c_al,10.101834,3899,3.776258
LeftCaudate,11482_20170921,r2primeMap_MNI152_T1_2009c_al,10.632922,3900,2.815733
LeftCaudate,11484_20160130,r2primeMap_MNI152_T1_2009c_al,8.324131,3900,1.931256
LeftCaudate,11484_20171202,r2primeMap_MNI152_T1_2009c_al,9.237509,3895,2.252920
LeftCaudate,11486_20170901,r2primeMap_MNI152_T1_2009c_al,9.043006,3810,2.447884
LeftCaudate,11487_20160204,r2primeMap_MNI152_T1_2009c_al,8.415330,3893,2.634609
LeftCaudate,11487_20170811,r2primeMap_MNI152_T1_2009c_al,9.619884,3893,2.435631
LeftCaudate,11488_20160226,r2primeMap_MNI152_T1_2009c_al,8.526101,3767,2.958951
LeftCaudate,11489_20160212,r2primeMap_MNI152_T1_2009c_al,9.605083,3900,2.491433
LeftCaudate,11490_20160217,r2primeMap_MNI152_T1_2009c_al,9.293874,3895,2.876783
LeftCaudate,11492_20160406,r2primeMap_MNI152_T1_2009c_al,7.388711,3761,2.323677
LeftCaudate,11492_20170928,r2primeMap_MNI152_T1_2009c_al,8.234994,3771,2.087211
LeftCaudate,11495_20160303,r2primeMap_MNI152_T1_2009c_al,9.645384,3876,2.972544
LeftCaudate,11495_20170817,r2primeMap_MNI152_T1_2009c_al,10.160494,3874,2.689005
LeftCaudate,11496_20160408,r2primeMap_MNI152_T1_2009c_al,9.174402,3823,2.539282
LeftCaudate,11496_20170929,r2primeMap_MNI152_T1_2009c_al,9.225532,3832,2.305512
LeftCaudate,11497_20160415,r2primeMap_MNI152_T1_2009c_al,9.917917,3900,3.098600
LeftCaudate,11497_20171221,r2primeMap_MNI152_T1_2009c_al,9.836992,3900,2.758455
LeftCaudate,11498_20160311,r2primeMap_MNI152_T1_2009c_al,8.331649,3893,2.483616
LeftCaudate,11499_20160308,r2primeMap_MNI152_T1_2009c_al,8.514126,3786,2.472296
LeftCaudate,11501_20160304,r2primeMap_MNI152_T1_2009c_al,10.286963,3853,2.554172
LeftCaudate,11502_20160427,r2primeMap_MNI152_T1_2009c_al,10.706290,3851,2.240944
LeftCaudate,11502_20180111,r2primeMap_MNI152_T1_2009c_al,9.493979,3867,2.129057
LeftCaudate,11503_20160310,r2primeMap_MNI152_T1_2009c_al,8.823933,3900,2.692462
LeftCaudate,11504_20160316,r2primeMap_MNI152_T1_2009c_al,9.976708,3870,2.015849
LeftCaudate,11504_20170831,r2primeMap_MNI152_T1_2009c_al,8.800350,3879,1.946761
LeftCaudate,11506_20160309,r2primeMap_MNI152_T1_2009c_al,10.250452,3899,3.187702
LeftCaudate,11506_20170908,r2primeMap_MNI152_T1_2009c_al,11.337011,3900,2.326324
LeftCaudate,11507_20160413,r2primeMap_MNI152_T1_2009c_al,8.254071,3898,2.153469
LeftCaudate,11507_20171208,r2primeMap_MNI152_T1_2009c_al,8.560264,3899,2.272305
LeftCaudate,11508_20160513,r2primeMap_MNI152_T1_2009c_al,7.915238,3798,3.923522
LeftCaudate,11508_20171214,r2primeMap_MNI152_T1_2009c_al,9.406189,3840,2.410639
LeftCaudate,11509_20160319,r2primeMap_MNI152_T1_2009c_al,8.974511,3898,2.889261
LeftCaudate,11509_20171009,r2primeMap_MNI152_T1_2009c_al,9.682510,3900,2.663782
LeftCaudate,11510_20160312,r2primeMap_MNI152_T1_2009c_al,7.679683,3900,2.124144
LeftCaudate,11512_20160331,r2primeMap_MNI152_T1_2009c_al,10.493587,3885,3.837482
LeftCaudate,11512_20170928,r2primeMap_MNI152_T1_2009c_al,9.897123,3882,3.146225
LeftCaudate,11513_20160421,r2primeMap_MNI152_T1_2009c_al,7.749046,3883,2.681738
LeftCaudate,11513_20171019,r2primeMap_MNI152_T1_2009c_al,8.445209,3882,2.635077
LeftCaudate,11514_20160321,r2primeMap_MNI152_T1_2009c_al,9.077610,3630,2.839904
LeftCaudate,11514_20170920,r2primeMap_MNI152_T1_2009c_al,8.794372,3605,2.490600
LeftCaudate,11515_20160314,r2primeMap_MNI152_T1_2009c_al,10.173696,3900,2.571231
LeftCaudate,11515_20171018,r2primeMap_MNI152_T1_2009c_al,9.862432,3900,2.447491
LeftCaudate,11516_20160526,r2primeMap_MNI152_T1_2009c_al,9.606524,3852,2.135934
LeftCaudate,11516_20171207,r2primeMap_MNI152_T1_2009c_al,10.650747,3879,2.241374
LeftCaudate,11517_20160330,r2primeMap_MNI152_T1_2009c_al,11.042787,3890,4.342906
LeftCaudate,11518_20160325,r2primeMap_MNI152_T1_2009c_al,8.828465,3887,2.872131
LeftCaudate,11518_20171115,r2primeMap_MNI152_T1_2009c_al,10.030652,3886,2.637834
LeftCaudate,11519_20160317,r2primeMap_MNI152_T1_2009c_al,7.622228,3868,2.293144
LeftCaudate,11520_20160414,r2primeMap_MNI152_T1_2009c_al,9.762581,3897,3.000587
LeftCaudate,11521_20160322,r2primeMap_MNI152_T1_2009c_al,7.846427,3745,2.565402
LeftCaudate,11522_20160401,r2primeMap_MNI152_T1_2009c_al,8.597826,3900,2.745964
LeftCaudate,11524_20160422,r2primeMap_MNI152_T1_2009c_al,10.431976,3900,2.756963
LeftCaudate,11529_20160511,r2primeMap_MNI152_T1_2009c_al,10.117514,3900,2.858952
LeftCaudate,11529_20180104,r2primeMap_MNI152_T1_2009c_al,10.264764,3900,2.046697
LeftCaudate,11531_20160505,r2primeMap_MNI152_T1_2009c_al,9.070075,3879,2.805947
LeftCaudate,11531_20180104,r2primeMap_MNI152_T1_2009c_al,9.620324,3855,2.743511
